Make,Model,Price,Year,Kilometer,Number of Owners,Engine (CC),Length,Width,Height,Seating Capacity,Fuel Tank Capacity
Audi,A3 35 TDI Premium,2950000,2020,11000,1,1968,4456,1796,1416,5,50
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],545000,2019,28000,1,1197,3765,1660,1520,5,43
Ford,Endeavour Titanium 2.0 4x2 AT,3975000,2021,9400,1,1996,4903,1869,1837,7,80
Mercedes-Benz,GLC 220 d Progressive,4200000,2017,77000,1,2143,4656,1890,1639,5,66
Hyundai,Xcent SX CRDi,434999,2017,27000,2,1186,3995,1660,1520,5,43
Renault,Kwid RXT [2015-2019],315000,2017,15507,1,799 ,3679,1579,1478,5,28
Ssangyong,Rexton RX6,900000,2016,70000,2,2696,4755,1900,1785,7,78
Honda,City VX,550000,2015,44000,1,1497,4440,1695,1495,5,40
BMW,X3 xDrive-20d xLine,4400000,2018,70000,1,1995,4657,1881,1678,5,67
Toyota,Fortuner 3.0 4x2 AT,1600000,2015,145000,2,2982,4705,1840,1850,7,80
Datsun,Redigo T(O) 1.0 [2017-2019],198000,2017,24000,1,999 ,3429,1560,1541,5,28
Hyundai,i10 Magna 1.1 LPG,225000,2014,47721,1,1086,3585,1595,1550,5,35
Hyundai,i20 Asta 1.4 AT with AVN,310000,2011,26000,1,1396,3940,1710,1505,5,45
Renault,Kwid RXT [2015-2019],315000,2017,15507,1,799 ,3679,1579,1478,5,28
Honda,City V,775000,2018,39000,2,1497,4440,1695,1495,5,40
Maruti Suzuki,DZire VXi AMT,625000,2017,58000,1,1197,3995,1735,1515,5,37
Hyundai,Creta SX Plus 1.6 CRDI Dual Tone,775000,2015,82000,2,1582,4270,1780,1630,5,60
Toyota,Innova 2.4 G 7 STR [2016-2017],1549000,2018,95315,2,2393,4735,1830,1795,7,55
BMW,3-Series 320d Prestige,1679000,2016,46000,2,1995,4633,1811,1429,5,57
Maruti Suzuki,Swift ZXi AMT [2018-2019],725000,2019,11874,1,1197,3840,1735,1530,5,37
Hyundai,Verna Fluidic 1.6 CRDi SX,540000,2014,86000,1,1582,4370,1700,1475,5,43
Volkswagen,Polo Highline1.2L (D),350000,2014,111000,2,1199,3970,1682,1453,5,45
Volvo,V40 D3 R-Design,1689999,2015,50000,2,1984,4370,1783,1458,5,60
Nissan,Magnite XL,625000,2021,28000,1,999 ,3994,1758,1572,5,40
Maruti Suzuki,Celerio ZXi [2019-2020],475000,2019,25000,1,998 ,3695,1600,1560,5,35
Kia,Seltos HTK Plus 1.5 Diesel,1650000,2021,12000,1,1493,4315,1800,1637,5,50
Hyundai,Santro Era,409999,2019,32000,1,1086,3610,1645,1560,5,35
Land Rover,Range Rover Sport SDV6 S,5900000,2014,70000,1,2993,4879,2073,1780,5,77
Toyota,Innova 2.4 VX 7 STR [2016-2020],2100000,2017,112000,1,2393,4735,1830,1795,7,55
BMW,5-Series 520d Luxury Line [2017-2019],2750000,2017,51800,2,1995,4936,1868,1479,5,65
Maruti Suzuki,Ignis Zeta 1.2 AMT,545000,2017,22000,1,1197,3700,1690,1595,5,32
Tata,Safari 2.2 VX 4x2,740000,2015,155000,1,2179,4655,1965,1922,7,55
Mercedes-Benz,E-Class E 200,2400000,2016,60000,2,1991,4879,1854,1474,5,80
BMW,5-Series 520d Luxury Line [2017-2019],4500000,2018,23000,1,1995,4936,1868,1479,5,65
Maruti Suzuki,Swift VXi,465000,2014,75000,1,1197,3850,1695,1530,5,42
Fiat,Punto Active 1.3,375000,2014,71000,1,1248,3987,1687,1495,5,45
Audi,Q3 30 TDI Premium FWD,2900000,2017,64000,1,1968,4385,1831,1608,5,64
Honda,WR-V VX MT Petrol,795000,2018,45326,1,1199,3999,1734,1601,5,40
Mercedes-Benz,C-Class C 300d AMG line,5250000,2020,28079,1,1950,4686,1810,1442,5,66
Audi,A3 35 TDI Premium,2900000,2019,15529,1,1968,4456,1796,1416,5,50
Mercedes-Benz,GLA 200 Sport,2250000,2015,43200,1,1991,4424,1804,1494,5,50
Honda,City VX CVT Petrol [2017-2019],1050000,2017,29386,2,1497,4440,1695,1495,5,40
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],765000,2021,18105,1,1197,3765,1660,1520,5,43
Maruti Suzuki,S-Cross Sigma 1.3,675000,2017,125372,1,1248,4300,1765,1590,5,48
Audi,A6 35 TDI Matrix,2400000,2015,100000,1,1968,4933,1874,1455,5,75
Maruti Suzuki,Eeco 7 STR [2019-2020],509999,2019,40000,1,1196,3675,1475,1800,7,40
Mahindra,XUV700 AX 7 Diesel AT AWD Luxury Pack 7 STR,2750000,2022,31000,1,2184,4695,1890,1755,7,60
Audi,A7 Sportback 3.0 TDI quattro,2600000,2012,42000,1,2967,4969,2139,1420,5,65
Honda,City 1.5 V AT,495000,2012,65001,1,1497,4440,1695,1485,5,42
Audi,Q7 35 TDI Premium + Sunroof,2400000,2014,42533,1,2967,5089,1983,1737,7,100
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],495000,2018,45000,1,1197,3765,1660,1520,5,43
Land Rover,Discovery Sport HSE 7-Seater,4200000,2018,36000,2,2179,4600,2069,1724,7,65
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2550000,2017,44000,2,2755,4795,1855,1835,7,80
Maruti Suzuki,Swift DZire LDI,480000,2016,85000,1,1248,3995,1695,1555,5,42
Hyundai,Creta 1.6 SX (O),1750000,2021,17000,1,1582,4270,1780,1630,5,60
Maruti Suzuki,Ertiga ZDI + SHVS,850000,2019,72000,1,1248,4296,1695,1685,7,45
Hyundai,Santro Sportz AMT [2018-2020],434999,2019,34400,1,1086,3610,1645,1560,5,35
Hyundai,Venue SX (O) 1.0 Turbo iMT,1070000,2021,8800,1,998 ,3995,1770,1605,5,45
Honda,City ZX CVT Petrol,1530000,2022,2000,1,1498,4549,1748,1489,5,40
Hyundai,Creta SX 1.5 Diesel [2020-2022],1598000,2020,19700,1,1493,4300,1790,1635,5,50
Hyundai,Verna 1.6 VTVT SX,645000,2016,45000,1,1591,4375,1700,1475,5,43
Maruti Suzuki,Swift DZire ZDI AMT,650000,2017,76000,1,1248,3995,1695,1555,5,42
Volkswagen,Vento Highline Diesel,545000,2013,110000,1,1598,4384,1699,1466,5,55
Honda,City V Petrol,1095000,2022,2700,1,1497,4440,1695,1495,5,40
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],1975000,2018,75000,1,2755,4735,1830,1795,7,55
Rolls-Royce,Ghost 6.5,18000000,2011,60000,2,6592,5399,1948,1550,5,82.5
Audi,Q3 35 TDI Technology with Navigation,1839000,2017,110000,1,1968,4385,1831,1608,5,64
Skoda,Superb L&K TSI AT,1500000,2016,70000,2,1798,4861,1864,1483,5,66
Audi,Q3 35 TDI quattro Premium Plus,2100000,2017,42000,1,1968,4385,1831,1608,5,64
Volkswagen,Polo Comfortline 1.5L (D),345000,2015,70000,1,1498,3971,1682,1469,5,45
Honda,City V,850000,2018,52890,1,1497,4440,1695,1495,5,40
Hyundai,Creta SX 1.6 AT CRDi,1425000,2018,72870,1,1582,4270,1780,1665,5,55
Hyundai,Elite i20 Asta 1.2,675000,2017,48591,1,1197,3985,1734,1505,5,45
Mahindra,XUV300 1.5 W6 [2019-2020],925000,2019,60888,1,1497,3995,1821,1627,5,42
Hyundai,Eon Era +,210000,2014,48000,1,814 ,3495,1550,1500,5,32
Tata,Nexon XM,760000,2018,20251,1,1198,3994,1811,1607,5,44
Hyundai,Verna 1.6 CRDI SX,640000,2015,49000,1,1582,4375,1700,1475,5,43
Maruti Suzuki,Swift VXi,340000,2013,66000,1,1197,3850,1695,1530,5,42
Land Rover,Discovery Sport SE R-Dynamic,5995000,2020,54200,1,1999,4600,2069,1724,7,70
Honda,City S Petrol,695000,2017,51292,1,1497,4440,1695,1495,5,40
Ford,Figo Trend 1.5L TDCi [2015-2016],465000,2015,89000,2,1498,3886,1695,1525,5,40
Toyota,Glanza V,735000,2019,55000,1,1197,3995,1745,1510,5,37
Mercedes-Benz,E-Class E 200 Avantgarde,1300000,1988,71000,3,1991,5063,1860,1494,5,80
Hyundai,Alcazar Prestige 7 STR 1.5 Diesel,1848999,2021,20000,1,1493,4500,1790,1675,7,50
Honda,City V,685000,2016,68500,1,1497,4440,1695,1495,5,40
Hyundai,Santa Fe 2WD AT [2014-2017],875000,2014,99000,1,2199,4690,1880,1690,7,64
Toyota,Innova 2.8 ZX AT 7 STR [2016-2020],2039999,2018,110000,1,2755,4735,1830,1795,7,55
Toyota,Glanza G,700000,2019,19244,1,1197,3995,1745,1510,5,37
Maruti Suzuki,Wagon R VXi 1.2,550000,2020,19000,1,1197,3655,1620,1675,5,32
Hyundai,Santa Fe 2WD AT [2014-2017],825000,2015,75000,2,2199,4690,1880,1690,7,64
Toyota,Innova 2.4 ZX 7 STR [2016-2020],3100000,2021,29000,1,2393,4735,1830,1795,7,55
Audi,A6 2.0 TDI Premium,1400000,2013,60000,2,1968,4915,1874,1455,5,65
Maruti Suzuki,Swift VXi,425000,2015,80000,2,1197,3850,1695,1530,5,42
Lexus,NX 300h Luxury [2017-2020],4375000,2018,54500,2,2494,4640,1845,1645,5,56
Toyota,Innova ZX 2.4 AT 7 STR,3000000,2021,38000,1,2393,4735,1830,1795,7,55
Mercedes-Benz,GLC 200 Progressive,6600000,2021,16785,1,1991,4658,1890,1644,5,66
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],640000,2016,52000,2,1248,3995,1790,1640,5,48
Hyundai,Santro GL (CNG),275000,2013,76000,1,1086,3565,1525,1590,5,35
Hyundai,Elite i20 Sportz 1.2 [2016-2017],695000,2019,42678,1,1197,3985,1734,1505,5,45
Honda,City 1.5 V AT,245000,2010,95000,2,1497,4420,1695,1480,5,42
Renault,Duster 110 PS RxL,690000,2016,65000,2,1461,4315,1822,1695,5,50
Volkswagen,Taigun Highline 1.0 TSI AT,1500000,2021,31000,1,999 ,4221,1760,1612,5,50
Maruti Suzuki,Alto VXi,270000,2014,82682,1,998 ,3620,1475,1460,5,35
Hyundai,i20 Active 1.4 S,545000,2016,70500,1,1396,3995,1760,1555,5,45
MG,Hector Plus Sharp 1.5 DCT Petrol,1875000,2021,10000,1,1451,4720,1835,1760,6,60
Renault,Kwid RXT [2015-2019],254999,2016,57159,1,799 ,3679,1579,1478,5,28
Land Rover,Discovery HSE,2785000,2016,120000,1,2993,4838,1915,1837,7,82
Mahindra,Thar LX 4-STR Hard Top Diesel MT,1800000,2021,17000,1,2184,3985,1820,1844,4,57
Honda,City 1.5 V AT,475000,2012,40000,2,1497,4440,1695,1485,5,42
Hyundai,Elite i20 Sportz 1.2 (O),650000,2020,58100,1,1197,3985,1734,1505,5,45
Toyota,Fortuner 3.0 4x4 MT,1199000,2012,12749,1,2982,4705,1840,1850,7,80
Hyundai,Santa Fe 4 WD (AT),650000,2013,83466,1,2199,4660,1890,1760,7,70
Mahindra,Scorpio S2,795000,2015,86000,2,2523,4456,1820,1930,8,60
Mercedes-Benz,C-Class C 200 Avantgarde,2385000,2015,60921,2,1991,4686,1810,1442,5,66
Audi,Q5 2.0 TDI quattro Premium,1700000,2014,78000,1,1968,4629,1898,1653,5,75
Hyundai,Verna Fluidic 1.6 VTVT SX Opt,380000,2012,53000,1,1591,4370,1700,1475,5,43
Renault,Kwid 1.0 RXT [2016-2019],295000,2016,34736,1,999 ,3679,1579,1478,5,28
Tata,Harrier XZ,1750000,2020,14400,1,1956,4598,1894,1706,5,50
Mahindra,Thar CRDe 4x4 Non AC,525000,2015,85000,2,2498,3920,1710,1930,7,60
Audi,A3 35 TFSI Premium Plus,2180000,2018,77590,1,1395,4456,1796,1416,5,50
Ford,Mustang GT Fastback 5.0L v8,8000000,2017,25000,3,4951,4784,2080,1391,4,60.9
Jaguar,F-Pace Prestige,4325000,2018,40545,1,1999,4731,2071,1651,5,82
Maruti Suzuki,Ritz Vdi BS-IV,120000,2009,80000,4,1248,3715,1680,1620,5,43
Maruti Suzuki,Alto LXi CNG,155000,2009,56852,2,796 ,3495,1475,1460,5,35
Maruti Suzuki,DZire ZXi Plus AMT,735000,2018,42000,1,1197,3995,1735,1515,5,37
Skoda,Rapid Style 1.6 MPI AT,900000,2018,55000,2,1598,4413,1699,1466,5,55
Skoda,Superb Elegance 1.8 TSI AT,795000,2014,53000,2,1798,4838,1817,1482,5,60
MINI,Cooper D 3 Door,3300000,2018,17000,1,1496,3821,1727,1414,5,44
Toyota,Fortuner 2.8 4x2 AT [2016-2020],3775000,2020,50000,1,2755,4795,1855,1835,7,80
Mahindra,Xylo D4,325000,2012,70000,3,2489,4520,1850,1895,8,55
Maruti Suzuki,Vitara Brezza VDi,725000,2017,75793,1,1248,3995,1790,1640,5,48
Volvo,S60 Kinetic D4,994999,2012,89311,1,1984,4635,1865,1484,5,67.5
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],785000,2018,80000,1,1248,3995,1790,1640,5,48
Porsche,Macan S [2019-2020],7500000,2020,38000,1,2995,4696,1923,1624,5,65
Toyota,Fortuner 2.8 4x2 AT [2016-2020],2799000,2019,69500,2,2755,4795,1855,1835,7,80
Maruti Suzuki,Wagon R VXI,390000,2018,66794,1,998 ,3599,1495,1700,5,35
Porsche,Macan Base [2019-2020],9000000,2019,27000,1,1984,4696,1923,1624,5,65
Maruti Suzuki,Baleno Zeta 1.2 AT,675000,2017,35616,1,1197,3995,1745,1500,5,37
Maruti Suzuki,Eeco 5 STR [2014-2019],320000,2015,64000,1,1196,3675,1475,1800,5,40
Maruti Suzuki,Baleno Zeta 1.2 AT,840000,2020,7000,1,1197,3995,1745,1500,5,37
Maruti Suzuki,Wagon R VXI,310000,2015,45000,1,998 ,3599,1495,1700,5,35
Maruti Suzuki,Ertiga LXI,795000,2017,9000,1,1373,4296,1695,1685,7,45
Maruti Suzuki,Wagon R LXI CNG,310000,2015,67738,2,998 ,3599,1495,1700,5,35
Toyota,Glanza G,860000,2021,11030,1,1197,3995,1745,1510,5,37
Hyundai,i10 Magna 1.2 Kappa2,390000,2015,49123,1,1197,3585,1595,1550,5,35
Maruti Suzuki,Swift DZire LDI,520000,2018,46000,1,1248,3995,1695,1555,5,42
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],675000,2018,64000,1,1248,3995,1790,1640,5,48
Maruti Suzuki,S-Presso VXi,475000,2021,7942,1,998 ,3565,1520,1564,5,27
Maruti Suzuki,Alto 800 Lxi,265000,2017,52100,1,796 ,3395,1490,1475,5,35
Skoda,Rapid Ambition 1.6 TDI CR MT,950000,2019,32809,1,1598,4386,1699,1466,5,55
Toyota,Fortuner 3.0 4x2 AT,1750000,2014,101000,1,2982,4705,1840,1850,7,80
Audi,A3 35 TDI Premium Plus + Sunroof,2225000,2016,40500,1,1968,4456,1796,1416,5,50
Jeep,Compass Sport 1.4 Petrol,1748999,2021,25700,1,1368,4395,1818,1640,5,60
Mercedes-Benz,M-Class ML 250 CDI,2250000,2014,85000,2,2143,4804,2141,1796,5,70
Hyundai,Elite i20 Asta 1.2 (O) [2016],690000,2017,17268,1,1197,3985,1734,1505,5,45
Maruti Suzuki,Baleno Zeta 1.2,561000,2017,68000,1,1197,3995,1745,1500,5,37
Maruti Suzuki,Swift DZire VXI AT,595000,2017,44100,1,1197,3995,1695,1555,5,42
Hyundai,i20 Asta 1.2,235000,2009,115000,3,1197,3940,1710,1505,5,45
Hyundai,i20 Magna (O) 1.2,450000,2014,23000,1,1197,3995,1710,1505,5,45
Mercedes-Benz,GLE 250 d,4590000,2018,95786,1,2143,4819,2141,1796,5,93
Audi,Q3 35 TDI Technology,2150000,2016,95401,1,1968,4385,1831,1608,5,64
Kia,Seltos GTX Plus 1.4 DCT,1850000,2020,7000,1,1353,4315,1800,1645,5,50
Hyundai,Elantra SX (O) 2.0 AT,1175000,2017,24000,1,1999,4620,1800,1465,5,50
Maruti Suzuki,Wagon R VXi,250000,2012,68000,1,998 ,3539,1495,1700,5,35
Hyundai,Accent Executive,400000,2015,41273,1,1495,4250,1670,1370,5,45
Hyundai,Creta SX 1.6 CRDi,1100000,2018,65954,1,1582,4270,1780,1665,5,55
Hyundai,i10 Sportz 1.2 Kappa2,395000,2016,28000,1,1197,3585,1595,1550,5,35
Maruti Suzuki,S-Presso VXi Plus,425000,2021,38848,1,998 ,3565,1520,1564,5,27
Toyota,Innova 2.4 ZX 7 STR [2016-2020],2190000,2017,30000,1,2393,4735,1830,1795,7,55
Lexus,ES 300h Exquisite [2020-2021],4800000,2020,27000,1,2487,4975,1865,1445,5,50
Maruti Suzuki,Swift DZire LXI (O),421000,2017,69000,1,1197,3995,1695,1555,5,42
Hyundai,i20 Active 1.2 SX,560000,2016,22700,1,1197,3995,1760,1555,5,45
Audi,Q3 35 TDI quattro Technology,3250000,2019,41000,2,1968,4385,1831,1608,5,64
Mahindra,Scorpio S10,875000,2014,100000,2,2179,4456,1820,1995,8,60
Maruti Suzuki,Ciaz Alpha 1.4 MT,899000,2018,13066,1,1373,4490,1730,1485,5,43
Renault,Duster 85 PS RxL,425000,2015,75000,1,1461,4315,1822,1695,5,50
Maruti Suzuki,S-Presso VXi (O),425000,2019,53241,1,998 ,3565,1520,1564,5,27
MINI,Countryman Cooper S JCW Inspired,3875000,2021,12000,1,1998,4299,1822,1557,5,47
Honda,City 1.5 S MT,500000,2013,65000,1,1497,4440,1695,1485,5,42
Toyota,Fortuner 3.0 4x2 MT,1225000,2012,97000,2,2982,4705,1840,1850,7,80
Toyota,Innova 2.7 ZX AT 7 STR,1789999,2017,49000,2,2694,4735,1830,1795,7,65
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],240000,2013,64000,1,998 ,3515,1500,1510,5,32
Honda,Amaze 1.5 VX i-DTEC,935000,2019,56000,1,1498,3990,1680,1505,5,35
Maruti Suzuki,Baleno Alpha Automatic,775000,2018,39000,1,1197,3995,1745,1510,5,37
Mahindra,Scorpio S4 1.99 [2016-2017],950000,2017,55000,2,1997,4456,1820,1995,8,60
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,549000,2018,53000,2,1197,3765,1660,1520,5,43
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],645000,2021,1374,1,1196,3675,1475,1800,5,40
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],3400000,2018,68000,1,1950,4686,1810,1442,5,66
Hyundai,Elite i20 Sportz 1.2 [2016-2017],645000,2019,35000,1,1197,3985,1734,1505,5,45
BMW,5-Series 520d M Sport,2600000,2016,39000,1,1995,4899,2094,1464,5,65
Audi,A4 2.0 TDI (177bhp) Premium,1375000,2011,62000,1,1968,4701,1826,1427,5,63
Honda,City V CVT Petrol [2017-2019],1340000,2021,11000,1,1497,4440,1695,1495,5,40
Maruti Suzuki,Swift ZXi Plus [2018-2019],840000,2020,11000,1,1197,3840,1735,1530,5,37
Maruti Suzuki,Swift DZire VXI,525000,2014,102000,2,1197,3995,1695,1555,5,42
Maruti Suzuki,Eeco 7 STR STD (O),625000,2022,7000,1,1196,3675,1475,1825,7,40
Hyundai,Eon Sportz,215000,2012,20000,1,814 ,3495,1550,1500,5,32
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],595000,2019,25000,1,1197,3765,1660,1520,5,43
Audi,A4 Premium Plus 40 TFSI,4150000,2022,22000,1,1984,4762,1847,1433,5,54
Maruti Suzuki,Swift VDi,750000,2018,65000,1,1248,3840,1735,1530,5,37
Ford,Ecosport Titanium 1.5 Ti-VCT,550000,2013,47000,1,1499,3999,1765,1708,5,52
Renault,Duster 110 PS RXZ 4X2 MT Diesel,450000,2016,2000000,1,1461,4315,1822,1695,5,50
Jaguar,XE Prestige Diesel,2700000,2018,45545,2,1999,4795,1967,1416,5,56
Mercedes-Benz,GLE 350 d,6150000,2018,18000,1,2987,4819,2141,1796,5,93
Volkswagen,Polo Comfortline 1.2L (P),565000,2014,72782,1,1198,3970,1682,1453,5,45
Maruti Suzuki,Alto VXi [2014-2019],369000,2017,16800,1,998 ,3545,1490,1475,5,35
Toyota,Yaris V CVT,1090000,2019,40900,1,1496,4425,1730,1495,5,42
Honda,WR-V VX MT Petrol,580000,2017,39000,1,1199,3999,1734,1601,5,40
BMW,X1 sDrive20d xLine,2199000,2016,77000,1,1995,4454,2044,1545,5,63
Mahindra,Scorpio S11 2WD 7 STR,1251000,2018,120000,2,2179,4456,1820,1995,7,60
Honda,Amaze 1.2 SX i-VTEC,540000,2017,38700,1,1198,3990,1680,1505,5,35
Maruti Suzuki,XL6 Zeta MT Petrol,1245000,2021,7239,1,1462,4445,1775,1700,6,45
BMW,3-Series 330i M Sport Edition,4749000,2020,14000,1,1998,4633,1811,1429,5,57
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,365000,2014,76000,1,1197,3765,1660,1520,5,43
BMW,2 Series Gran Coupe 220d M Sport [2020-2021],4300000,2020,11000,1,1995,4526,1800,1420,5,50
Maruti Suzuki,Vitara Brezza VDi,825000,2019,81300,1,1248,3995,1790,1640,5,48
Volkswagen,Polo GT TDI,325000,2013,76000,1,1598,3970,1682,1453,5,45
Tata,Tiago Revotron XM (O) [2016-2019],400000,2018,91460,1,1199,3746,1647,1535,5,35
Land Rover,Evoque HSE Dynamic,3600000,2018,45000,1,1999,4360,2120,1635,5,57
Mahindra,Scorpio LX BS-IV,671000,2013,47000,1,2179,4430,1817,1975,8,60
Mercedes-Benz,GLC 220 d Progressive,3400000,2018,50000,1,2143,4656,1890,1639,5,66
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,775000,2017,60500,1,1197,4390,1699,1467,5,55
Mercedes-Benz,M-Class 350 CDI,2150000,2014,81000,1,2987,4781,1911,1774,5,95
Ford,Ikon DuraTorq 1.4 TDCi,145000,2009,88000,1,1399,4145,1632,1440,5,43
MINI,Cooper D 5 Door,3590000,2020,19759,1,1496,3982,1727,1425,5,44
Toyota,Corolla Altis 1.8 G,375000,2011,77000,1,1794,4540,1760,1480,5,55
Hyundai,Verna Fluidic 1.6 VTVT SX AT,645000,2015,58200,1,1591,4370,1700,1475,5,43
Toyota,Vellfire Hybrid,11500000,2022,4000,1,2494,4935,1850,1895,7,58
Maruti Suzuki,Celerio ZXi,509999,2015,42000,1,998 ,3600,1600,1560,5,35
Hyundai,Elantra 1.8 SX AT,545000,2013,63000,1,1797,4530,1775,1470,5,56
Honda,City V,835000,2018,42855,1,1497,4440,1695,1495,5,40
Renault,Duster 85 PS RXS 4X2 MT Diesel,960000,2018,24000,1,1461,4315,1822,1695,5,50
Maruti Suzuki,Celerio VXi [2019-2020],540000,2019,34000,1,998 ,3695,1600,1560,5,35
Kia,Seltos HTK Plus 1.5 iMT,1475000,2022,9500,1,1497,4315,1800,1637,5,50
Jaguar,XJ 3.0 V6 Portfolio,3600000,2014,32000,2,2993,5252,1899,1457,5,83
Hyundai,Verna 1.6 CRDI SX (O),1175000,2018,97000,1,1582,4375,1700,1475,5,43
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,475000,2014,72900,2,1591,4370,1700,1475,5,43
Audi,Q8 Celebration,9900000,2021,28000,1,2995,4986,1995,1705,5,85
Maruti Suzuki,Swift LXi,650000,2022,6000,1,1197,3845,1735,1530,5,37
BMW,X4 xDrive30d M Sport X [2019-2020],6100000,2021,24500,1,2993,4752,1918,1621,5,68
Hyundai,i10 Sportz 1.2 AT Kappa2,370000,2013,41000,1,1197,3585,1595,1550,5,35
Honda,City VX (O) MT BL,875000,2018,50000,1,1497,4440,1695,1495,5,40
Maruti Suzuki,DZire VDi AMT,695000,2018,66000,1,1248,3995,1735,1515,5,37
Tata,Harrier XZA Plus,2275000,2022,38000,1,1956,4598,1894,1706,5,50
Jeep,Compass Model S (O) 1.4 Petrol DCT,2700000,2021,17000,1,1368,4405,1818,1640,5,60
Hyundai,Verna Fluidic 1.6 CRDi SX,545000,2014,74000,1,1582,4370,1700,1475,5,43
Skoda,Rapid Style 1.6 MPI AT,1099000,2018,20690,1,1598,4413,1699,1466,5,55
Hyundai,Verna 1.6 CRDI SX,1125000,2019,40000,1,1582,4375,1700,1475,5,43
Hyundai,Creta 1.6 SX Plus AT Petrol,1299000,2018,50000,1,1591,4270,1780,1630,5,60
BMW,X6 xDrive40i M Sport,10800000,2021,20000,1,2998,4935,2004,1696,5,83
Maruti Suzuki,XL6 Alpha AT Petrol,1190000,2020,47248,1,1462,4445,1775,1700,6,45
Tata,Tigor XZA Plus,795000,2021,9000,1,1199,3993,1677,1532,5,35
Hyundai,Verna Fluidic 1.6 CRDi SX,459999,2013,78000,2,1582,4370,1700,1475,5,43
Audi,A6 35 TDI Matrix,3400000,2018,51000,1,1968,4933,1874,1455,5,75
Hyundai,Creta E Plus 1.6 Petrol,1050000,2018,34841,1,1591,4270,1780,1665,5,55
Hyundai,i20 Magna 1.2,385000,2014,46000,1,1197,3995,1710,1505,5,45
Honda,City S Diesel,585000,2015,61000,1,1498,4440,1695,1495,5,40
Audi,A3 35 TDI Premium + Sunroof,1650000,2014,55000,1,1968,4456,1796,1416,5,50
Maruti Suzuki,Swift VXi [2014-2017],625000,2020,58736,1,1197,3850,1695,1530,5,42
Maruti Suzuki,Ciaz Alpha Hybrid 1.5 [2018-2020],910000,2019,34000,1,1462,4490,1730,1485,5,43
Mahindra,XUV500 W11,1275000,2018,47000,1,2179,4585,1890,1785,7,70
Hyundai,Elite i20 Magna 1.2 [2016-2017],585000,2017,47000,1,1197,3985,1734,1505,5,45
Mahindra,Thar CRDe 4x4 Non AC,1035000,2017,79000,1,2498,3920,1710,1930,7,60
Hyundai,Elite i20 Asta 1.2 IVT,1075000,2021,12020,1,1197,3995,1775,1505,5,37
Hyundai,Creta SX 1.5 Diesel [2020-2022],1650000,2020,7000,1,1493,4300,1790,1635,5,50
Audi,A4 2.0 TDI (143bhp),1575000,2014,15000,1,1968,4701,1826,1427,5,63
BMW,X3 xDrive20d,1950000,2014,82000,2,1995,4648,1881,1661,5,67
BMW,5-Series 520d Luxury Line [2017-2019],6390000,2022,6000,1,1995,4936,1868,1479,5,65
Hyundai,Creta 1.4 S Plus,1080000,2019,68000,1,1396,4270,1780,1630,5,60
Audi,Q7 45 TDI Premium Plus,5500000,2017,24000,1,2967,5052,1968,1740,7,75
Hyundai,Venue SX (O) 1.5 CRDi,1080000,2020,56000,1,1493,3995,1770,1605,5,45
Mahindra,XUV500 W6,800000,2015,25000,1,2179,4585,1890,1785,7,70
Datsun,Go Plus T,335000,2017,34000,1,1198,3995,1635,1490,7,35
Hyundai,Venue SX 1.0 Turbo iMT,1185000,2021,10700,1,998 ,3995,1770,1605,5,45
Hyundai,Elite i20 Sportz 1.2 IVT,894999,2021,25000,1,1197,3995,1775,1505,5,37
Honda,Amaze 1.2 S CVT Petrol [2018-2020],650000,2019,54000,2,1199,3995,1695,1501,5,35
Hyundai,i20 Sportz 1.4 CRDI,550000,2014,75000,1,1396,3940,1710,1505,5,45
Maruti Suzuki,Baleno Delta 1.3,550000,2016,88000,1,1248,3995,1745,1500,5,37
Audi,Q3 35 TDI Premium + Sunroof,1650000,2016,139000,2,1968,4385,1831,1608,5,64
Skoda,Kushaq Style 1.0L TSI MT,1600000,2022,1300,1,999 ,4225,1760,1612,5,50
Hyundai,Verna 1.6 VTVT SX (O),1175000,2019,20000,1,1591,4375,1700,1475,5,43
Mitsubishi,Pajero Select Plus AT,1995000,2018,122000,1,2477,4695,1815,1840,7,70
Hyundai,Elite i20 Sportz 1.4 CRDI [2016-2017],575000,2016,38000,1,1396,3985,1734,1505,5,45
MG,Hector Sharp 2.0 Diesel Turbo MT,1975000,2021,18500,1,1956,4655,1835,1760,5,60
